,User-ID,ISBN,Book-Rating
74516,16106,0060987103,7
74522,16106,006109868X,10
74535,16106,0142002267,9
74537,16106,0156028778,9
74539,16106,0312278586,8
74552,16106,034541389X,7
74555,16106,0345445848,9
74560,16106,0345455207,9
74561,16106,0345459202,10
74562,16106,0345465083,10
74582,16106,0375422307,10
74584,16106,0375706429,8
74585,16106,0375707972,9
74587,16106,0375826688,9
74600,16106,0385475772,10
74607,16106,0385730586,10
74618,16106,042518336X,10
74640,16106,0449003655,8
74641,16106,0449006522,8
74642,16106,0449213358,10
74652,16106,0451203895,7
74656,16106,0451208862,8
74659,16106,0452282276,10
74674,16106,067091021X,10
74677,16106,0671027360,10
74688,16106,0671776975,9
74692,16106,0679735909,10
74699,16106,0684850273,10
74706,16106,0736903054,8
74723,16106,0786865504,9
74726,16106,0786885688,9
74737,16106,0812968379,10
74750,16106,0934211477,10
74758,16106,1400034779,10
74765,16106,1570613818,9
74767,16106,1573220485,8
74768,16106,1573229083,10
74769,16106,1576734781,8
74808,16121,0064401847,5
74809,16121,0140298479,5
74812,16121,0312983271,5
74813,16121,0375705198,4
74815,16121,0385335482,5
74817,16121,0440220440,4
74821,16121,0451192508,5
74823,16121,0451409000,3
74824,16121,0609809431,7
74828,16121,1573229571,5
74905,16155,0345361792,8
74928,16155,0425154092,8
74929,16155,0425158616,7
74936,16155,0440228654,7
74978,16155,0553574752,7
74995,16155,0671874330,5
74996,16155,0671880187,7
74997,16155,0679426140,9
75025,16155,0811824829,10
75071,16161,0099771519,9
75072,16161,0140008535,10
75092,16161,020530902X,8
75105,16161,0553562967,9
75114,16161,0684859300,9
75115,16161,0684859777,8
75133,16161,0749302291,8
75134,16161,0749918241,10
75138,16161,0786867647,9
75146,16161,0875421849,8
75160,16161,1558748865,7
75199,16161,193212800X,10
75294,16231,0140296298,7
75296,16231,0385335830,8
75298,16231,0446608955,8
75299,16231,0451458311,4
75303,16231,0804108447,6
75305,16231,0821769278,6
75371,16246,0316735698,6
75373,16246,0345353145,6
75375,16246,0345439112,4
75376,16246,0380713802,8
75377,16246,0380820293,10
75378,16246,0385265700,9
75379,16246,0385492081,9
75383,16246,0440226430,9
75384,16246,0440229707,5
75385,16246,0440241413,3
75390,16246,0451184963,3
75391,16246,0451193881,10
75401,16246,0767914767,10
75403,16246,0804115613,10
75410,16246,1573229350,7
75447,16263,0345390458,8
75449,16263,0375500510,8
75458,16263,0449209695,7
75462,16263,0515103454,7
75466,16263,0553564404,8
75469,16263,0553572997,5
75470,16263,0553579274,7
75472,16263,0671003364,3
75473,16263,0671038184,8
75478,16263,0786866276,8
75484,16263,0971880107,5
75620,16383,000649840X,10
75621,16383,0140276904,8
75623,16383,0140620168,3
75624,16383,0140620206,3
75625,16383,0140620222,10
75630,16383,0552143774,10
75853,16488,0060915544,8
75855,16488,0064400050,10
75857,16488,0070212570,8
75860,16488,0140053204,10
75877,16488,0345387651,8
75901,16488,042511774X,8
75904,16488,044021145X,5
75913,16488,0446365386,8
75918,16488,0446606812,7
75943,16488,0553275976,7
75944,16488,0553277472,9
75968,16488,0743225406,10
76011,16504,0060502258,7
76015,16504,0140276904,5
76019,16504,0151008116,8
76022,16504,0345353145,6
76024,16504,0380977788,10
76025,16504,0425152251,7
76027,16504,0446670251,10
76029,16504,0553572997,8
76030,16504,0553581554,7
76043,16504,1563891336,10
76044,16504,1563893339,10
76045,16504,1563899809,9
76046,16504,1573229628,8
76053,16510,0312203039,9
76054,16510,0440211891,7
76055,16510,0440222656,9
76057,16510,0451197410,9
76058,16510,0515116068,6
76060,16510,0671749412,5
76102,16545,0140374248,6
76104,16545,0142301515,7
76105,16545,0156332256,7
76106,16545,0330367358,8
76110,16545,0440498058,7
76111,16545,0440940001,8
76112,16545,0441008631,4
76113,16545,0441068804,10
76115,16545,0451523415,7
76116,16545,0452282195,9
76117,16545,0553274295,9
76118,16545,0671702505,7
76119,16545,0671729411,6
76120,16545,0679777423,8
76121,16545,0689806590,7
76122,16545,0689817215,9
76125,16545,0842373195,5
76128,16551,0060930535,7
76130,16551,0345378490,6
76131,16551,0345417623,8
76133,16551,0440211727,10
76135,16551,0451155750,8
76136,16551,0684872153,7
76179,16599,0140293248,8
76187,16599,0345337662,8
76188,16599,0345351525,5
76190,16599,034538475X,6
76201,16599,0446516538,6
76205,16599,0451523377,7
76212,16599,0486268756,8
76215,16599,055327886X,5
76218,16599,0679733760,8
76219,16599,0679763309,8
76225,16599,0860917886,7
76234,16601,0064410129,9
76250,16601,0312924801,5
76258,16601,0345433262,8
76263,16601,0380797399,10
76298,16601,0451458311,8
76313,16601,0618002227,8
76315,16601,0671010123,10
76331,16601,0786808551,9
76332,16601,0786817070,9
76333,16601,0786819146,9
77541,16666,0345417623,5
77542,16666,0345444884,5
77543,16666,0425177173,10
77545,16666,0515130966,8
77547,16666,0553581643,8
77646,16718,0142001740,8
77651,16718,0316540838,10
77655,16718,037541326X,10
77658,16718,0385335482,10
77660,16718,0385336179,10
77671,16718,0446519723,10
77673,16718,0446532452,8
77674,16718,0446605239,9
77677,16718,0451142934,9
77685,16718,0553250256,10
77687,16718,0670880728,10
77690,16718,067173590X,10
77693,16718,0679732411,8
77700,16718,074322423X,8
77703,16718,0743418174,10
77706,16718,0767905180,10
77709,16718,0786868716,10
77710,16718,0786881852,9
77715,16718,155874262X,9
77716,16718,1558743316,8
77723,16721,0061057894,8
77742,16721,0373484232,5
77744,16721,0373484410,9
77775,16721,0446525502,7
77789,16721,0515130389,5
77808,16721,0743412346,6
77811,16721,0770428797,10
77882,16755,0316666343,6
77885,16755,0385334036,8
77886,16755,0399146008,4
77887,16755,0399146725,9
77889,16755,0743215052,5
77890,16755,0743221990,5
77937,16777,0064405176,10
77940,16777,0345339703,10
77942,16777,0440439884,6
77947,16777,0451523733,7
77955,16777,1853260053,10
77957,16777,1853260789,5
77965,16781,0061093343,6
77967,16781,0312966091,7
77968,16781,0345404785,6
77969,16781,0380018179,6
77976,16781,0440236703,9
77979,16781,0449221393,8
77981,16781,0449907481,8
77988,16781,0743407067,7
77989,16781,0767915062,7
80958,16798,0151002290,7
80959,16798,0312265859,10
80960,16798,0345422384,8
80962,16798,0452261368,10
80963,16798,0671797050,10
80994,16818,0312983271,5
80995,16818,0316569321,8
80996,16818,0316899984,8
80997,16818,0375706771,7
81000,16818,0446523569,6
81006,16818,0943233437,9
81150,16877,034539657X,7
81153,16877,038550120X,9
81159,16877,0449242773,10
81162,16877,0553225855,8
81165,16877,0670030031,10
81168,16877,0743211383,3
81169,16877,0786868716,10
81200,16908,0373710992,5
81201,16908,0373711026,8
81203,16908,0380018179,5
81206,16908,0440201926,5
81207,16908,0440221501,5
81209,16908,0440224837,5
81210,16908,0440235596,5
81213,16908,0515127833,8
81214,16908,0515132187,9
81258,16916,0312924585,10
81341,16916,0399150439,10
81355,16916,0425163407,10
81394,16916,0440214041,10
81401,16916,0440222656,7
81423,16916,0446360589,10
81488,16916,0515122491,10
81519,16916,0553582526,9
81575,16916,0671871005,10
81593,16916,0743418719,8
81630,16916,0842329129,10
81631,16916,084232920X,10
81632,16916,0842329218,10
81633,16916,0842329242,10
81634,16916,0842329250,10
81635,16916,0842329269,10
81636,16916,0842329285,10
81637,16916,0842332251,10
81638,16916,084233226X,10
81711,16943,0091882087,8
81742,16943,0312274920,8
81755,16943,0345298349,5
81761,16943,0375709150,6
81769,16943,044021145X,6
81884,16949,0345350472,9
81885,16949,0345413369,9
81888,16949,0375725784,9
81892,16949,0446364193,9
81895,16949,0446604801,8
81919,16966,006093090X,6
81937,16966,0140143505,9
81950,16966,0312171838,10
81960,16966,0312974256,9
81961,16966,0312979096,7
81969,16966,0345338545,7
81979,16966,0345423402,6
82111,16966,0380792923,7
82113,16966,038079439X,9
82141,16966,0425181464,8
82158,16966,0440445450,8
82208,16966,0451207246,7
82223,16966,0451457528,6
82259,16966,0553280643,9
82272,16966,0553569910,3
82273,16966,0553573985,9
82282,16966,0553582364,6
82329,16966,0671578146,9
82368,16966,0765342987,9
82420,16966,0886773555,8
82423,16966,0886775302,7
82427,16966,0886777399,8
82428,16966,0886777844,10
82547,16996,002542730X,8
82550,16996,0060512822,9
82551,16996,0060807792,8
82552,16996,0064400581,8
82553,16996,0064402053,7
82554,16996,0140177396,5
82556,16996,014034019X,9
82559,16996,0312983824,7
82563,16996,0385323638,8
82564,16996,0385335482,7
82569,16996,0425117383,8
82570,16996,0440122090,6
82572,16996,0440213290,9
82574,16996,0440514428,8
82575,16996,0440900794,9
82584,16996,0671510053,7
82586,16996,0671776134,9
82587,16996,067944999X,8
82590,16996,0743457463,8
82591,16996,0767905202,7
82594,16996,0840776381,6
82611,16999,014023313X,7
82613,16999,0312244266,7
82615,16999,0375726349,6
82616,16999,0375726403,8
82620,16999,0399151613,8
82622,16999,0446675059,8
82626,16999,0553255762,10
82630,16999,0679781587,9
82638,17003,006000438X,6
82641,17003,0060392452,10
82643,17003,0060915544,10
82644,17003,0060921145,10
82645,17003,0060922532,5
82646,17003,0060928360,10
82649,17003,0060938455,10
82650,17003,0060976241,10
82655,17003,0142004235,9
82656,17003,0156997789,10
82659,17003,0312305060,10
82660,17003,0312422156,8
82661,17003,0316666343,9
82663,17003,0316776963,7
82664,17003,0316812471,10
82665,17003,0345337662,7
82666,17003,0345412923,7
82668,17003,0375503269,7
82669,17003,0375703764,8
82673,17003,0385722435,9
82676,17003,0440127793,5
82680,17003,0446532231,10
82682,17003,0452264790,7
82683,17003,0452269571,10
82689,17003,0553268449,9
82691,17003,055334949X,10
82692,17003,0553377884,8
82694,17003,0618334661,10
82696,17003,0671526022,10
82697,17003,0671649728,10
82698,17003,0671683993,6
82704,17003,0679734775,9
82705,17003,0679738568,10
82706,17003,0679742581,10
82707,17003,0679781587,8
82710,17003,0688156819,10
82711,17003,0743213831,10
82712,17003,0743464672,9
82714,17003,0786866586,10
82716,17003,0804106304,8
82717,17003,080411109X,8
82719,17003,0812694333,10
82720,17003,0874776945,10
82721,17003,0915811006,5
82728,17003,1573225541,8
82769,17046,0345338588,9
82770,17046,0380752859,8
82772,17046,039915079X,8
82773,17046,042510107X,9
82774,17046,0425147584,9
82775,17046,0425180964,9
82894,17159,0142001740,8
82895,17159,0312291639,8
82897,17159,0425184226,3
82898,17159,0440236673,9
82900,17159,0451181379,9
82938,17177,0061044431,7
82939,17177,0061097349,7
82943,17177,0380789035,7
82944,17177,0441003257,6
82945,17177,0441008534,6
82947,17177,0449000869,8
82948,17177,0449003183,8
82949,17177,0449208672,8
82950,17177,0449209997,8
82951,17177,0449211681,8
82954,17177,0451408683,8
82955,17177,0671011367,7
82965,17183,0060090367,5
82966,17183,0060090375,5
82971,17183,0140271805,6
82974,17183,0140620427,5
82976,17183,0316666343,6
82977,17183,0316769487,6
82979,17183,0452282152,6
82980,17183,0452284449,6
82982,17183,0553212540,7
82985,17183,0671039725,7
82989,17183,0804114986,6
82990,17183,1400031699,3
82991,17183,1573226122,6
83060,17190,0375703055,10
83063,17190,0394800796,10
83067,17190,0399150854,8
83071,17190,0446520950,9
83099,17190,0684814994,10
83103,17190,0696217120,10
83121,17190,0842329129,10
83123,17190,0842329242,10
83125,17190,0842329285,7
83126,17190,0842332251,7
83127,17190,084233226X,7
83128,17190,0842332278,8
83129,17190,0842332340,8
83207,17233,0061009059,10
83208,17233,0312983867,9
83210,17233,0425178765,8
83211,17233,0446527793,8
83212,17233,0446531332,9
83214,17233,0449207668,7
83215,17233,0449208672,4
83217,17233,0786889551,9
83261,17282,0060542128,6
83272,17282,0312983271,8
83274,17282,0312983298,9
83275,17282,0312983301,7
83276,17282,0312992416,9
83297,17282,0373790899,8
83300,17282,037383599X,8
83304,17282,0380778556,3
83312,17282,042519485X,6
83318,17282,0440215900,8
83322,17282,0440237556,9
83353,17282,0671014196,6
83361,17282,0671737805,8
83391,17282,1551669412,7
83501,17402,0316096199,8
83503,17402,0345422783,7
83505,17402,0385335482,9
83507,17402,0440224594,10
83510,17402,0671014188,10
83511,17402,067101420X,4
83515,17402,0891075275,9
83516,17402,1551668998,10
83646,17507,0330352695,8
83648,17507,0330485385,6
83661,17507,034911675X,5
83688,17507,0704339056,4
83713,17507,1853260789,8
83718,17507,1857022424,6
83807,17596,0060934417,8
83816,17596,0552134619,5
83817,17596,0552138908,6
83818,17596,0552138916,7
83819,17596,0552140287,5
83824,17596,0671851802,6
83913,17667,0061061433,6
83915,17667,0064407667,7
83920,17667,0312284683,9
83924,17667,0312974256,8
83925,17667,0312980159,9
83926,17667,0316779423,7
83930,17667,0380788624,9
83936,17667,0385475721,7
83944,17667,0439064872,7
83945,17667,044048474X,9
83946,17667,0441004520,5
83950,17667,0451409973,9
83951,17667,0451451430,2
83952,17667,0451453328,8
83956,17667,0553573403,9
83962,17667,0671720147,8
83963,17667,0671778633,7
83966,17667,0679454446,6
83968,17667,067976402X,8
83981,17667,1551666189,8
84094,17761,0061009059,9
84097,17761,0142000205,5
84104,17761,0425178102,3
84111,17761,0449227421,3
84114,17761,0553271636,9
84115,17761,0553279556,9
84116,17761,0553279912,9
84117,17761,0553280341,9
84118,17761,0553284789,9
84119,17761,0609804138,5
84120,17761,0671001795,9
84122,17761,0743418174,7
84273,17859,0061099732,5
84289,17859,0316182540,10
84292,17859,0345334019,8
84311,17859,0380718332,10
84321,17859,0425154092,10
84323,17859,0425169863,10
84324,17859,0425175405,10
84328,17859,0440218535,7
84329,17859,0440226430,9
84332,17859,0446359866,10
84339,17859,0449221482,10
84347,17859,0553562398,8
84348,17859,055356451X,10
84357,17859,0671004573,9
84361,17859,0671894455,5
84366,17859,0684195976,9
84369,17859,0684832291,8
84372,17859,0684865459,10
84453,17894,0425136981,9
84457,17894,044021145X,8
84459,17894,0440214041,9
84460,17894,044022165X,8
84465,17894,0449223795,9
84474,17894,0671001132,9
84480,17894,0743439740,8
84481,17894,0743448677,9
84496,17906,0375727345,7
84497,17906,0399145990,8
84498,17906,0440224624,6
84499,17906,044023722X,10
84500,17906,0446606812,9
84501,17906,0449006344,7
84503,17906,0671021001,9
84506,17906,1400031354,7
84590,17950,0064407667,10
84591,17950,0064407675,10
84592,17950,0064407683,10
84593,17950,0064407691,10
84594,17950,0064408639,10
84595,17950,0064408647,10
84596,17950,0064408655,10
84597,17950,0064408663,10
84622,17950,014034294X,8
84623,17950,0140346406,9
84664,17950,0316769487,9
84672,17950,0345443284,4
84673,17950,0349109435,4
84680,17950,0375702709,8
84686,17950,0380730138,3
84690,17950,0380973545,10
84696,17950,038529929X,8
84697,17950,0385304900,5
84698,17950,0385306024,5
84699,17950,0385306032,5
84704,17950,0385317093,5
84708,17950,0385324057,4
84713,17950,0385484518,8
84714,17950,0385490992,5
84715,17950,0385493800,5
84716,17950,0385497466,5
84742,17950,0440211727,5
84743,17950,0440213525,5
84750,17950,0446310786,8
84752,17950,0446355453,5
84755,17950,044651652X,9
84756,17950,0446516538,7
84763,17950,0446605239,6
84765,17950,0446608955,10
84783,17950,0452282829,5
84843,17950,0553278118,5
84846,17950,0553296981,8
84849,17950,0553569155,5
84850,17950,0553573616,10
84860,17950,0670844527,6
84861,17950,0670855030,5
84862,17950,0670865796,7
84863,17950,0670868361,8
84867,17950,0671003682,5
84888,17950,0671822209,5
84890,17950,0671864173,7
84901,17950,0679446486,8
84908,17950,0679781587,9
84911,17950,0684832178,9
84912,17950,068484267X,5
84914,17950,0684853507,10
84915,17950,0684867621,5
84916,17950,0684874350,8
84917,17950,0688084893,6
84919,17950,0688116752,7
84921,17950,0688149111,5
84922,17950,0688149790,9
84932,17950,0749309423,5
84933,17950,0749311207,10
84941,17950,0786817070,5
84944,17950,0786889020,5
84948,17950,080411109X,2
84953,17950,0811824829,10
84968,17950,1558743316,10
84970,17950,1558744029,8
84971,17950,1558744150,8
85026,17970,0316284955,8
85028,17970,0345384377,5
85029,17970,0345439104,7
85037,17970,0440241162,8
85038,17970,0446611085,7
85041,17970,0670805149,9
85045,17970,0679433023,9
85174,18067,0064407667,8
85175,18067,0064471195,8
85191,18067,0140620540,8
85196,18067,0140621806,5
85206,18067,0156711427,5
85223,18067,0316569321,6
85226,18067,0316769487,3
85233,18067,0345380193,6
85243,18067,0380718332,6
85258,18067,0399142282,2
85271,18067,0425131769,5
85289,18067,0440226430,4
85294,18067,044661162X,8
85304,18067,0451167716,9
85329,18067,0553264079,5
85331,18067,0553560204,4
85342,18067,0671047329,7
85346,18067,0671724517,5
85358,18067,0684810387,5
85376,18067,0786867647,8
85380,18067,0811824829,10
85429,18082,0312974256,8
85433,18082,0312993536,8
85442,18082,038039586X,9
85444,18082,0380719185,10
85449,18082,0425117383,8
85454,18082,0440221471,8
85456,18082,0440226430,8
85460,18082,0446364193,7
85464,18082,0446604275,8
85467,18082,0446605239,9
85468,18082,0446607657,7
85469,18082,0446611085,9
85479,18082,0449243761,8
85484,18082,0451176723,8
85490,18082,051512219X,8
85492,18082,0515136565,8
85498,18082,0553271369,8
85511,18082,0671027646,8
85518,18082,0679759263,8
85523,18082,0767912918,9
85526,18082,080410526X,9
85536,18082,0842384065,8
85541,18082,0894803700,8
85550,18095,0142000205,8
85552,18095,0345339711,8
85558,18095,0425171396,7
85559,18095,0425174808,7
85575,18095,0671891510,7
85580,18095,1558746099,10
85582,18095,1571456988,10
85585,18096,0060175818,9
85592,18096,0345430581,8
85593,18096,0345446666,9
85596,18096,0385265700,10
85602,18096,055321313X,9
85698,18155,0099727412,7
85705,18155,0345313860,6
85708,18155,0375505296,9
85714,18155,0399501487,8
85717,18155,044900371X,8
85724,18155,0679429220,8
85730,18155,0743477154,7
85737,18155,1400030382,8
85855,18172,0399143947,9
85860,18172,0425109720,10
85871,18172,0440217520,9
85880,18172,044651652X,9
85941,18172,0671722751,8
85946,18172,0684195984,9
85982,18176,0060175400,5
85983,18176,0156027321,9
85985,18176,0316777730,8
85988,18176,0375725601,8
85992,18176,0449911519,7
86018,18203,0060928336,5
86019,18203,034540288X,8
86020,18203,0440221471,10
86021,18203,0440237025,8
86022,18203,0446609323,8
86023,18203,0451128370,8
86201,18311,0140280553,5
86202,18311,0345435796,7
86204,18311,039304016X,8
86205,18311,0393307050,10
86207,18311,0425147584,5
86208,18311,0553117467,8
86210,18311,0553563513,5
86211,18311,0679744398,6
86212,18311,067976402X,8
86372,18384,0060090383,9
86373,18384,0060510323,8
86374,18384,0060562080,7
86375,18384,0060951311,7
86383,18384,0440108268,7
86385,18384,0553212621,8
86415,18384,8433969978,9
86577,18401,0380005255,9
86580,18401,0380789884,8
86581,18401,0380789949,4
86583,18401,0380790076,9
86591,18401,0425177068,10
86593,18401,0425182150,10
86604,18401,0446610038,10
86623,18401,0505525526,5
86627,18401,0515134007,8
86643,18401,0671568833,10
86644,18401,0671568841,10
86646,18401,0671737600,10
86657,18401,0758205481,6
86660,18401,0804119538,9
86736,18439,0060512806,10
86740,18439,0142000205,8
86748,18439,0446672211,10
86752,18439,0679444815,7
86753,18439,0684848783,8
86755,18439,0684865742,8
86758,18439,0812589041,10
87010,18689,0312973055,5
87013,18689,0446608890,7
87014,18689,0553260111,7
87015,18689,0553263226,6
87016,18689,0553287737,6
87372,18979,0061097861,5
87373,18979,0373218397,8
87374,18979,0373218966,6
87377,18979,0373270976,7
87380,18979,042518630X,4
87382,18979,0515130389,5
87383,18979,0515131741,7
87385,18979,051513399X,7
87387,18979,0553265741,7
87388,18979,0553272837,5
87390,18979,0553582127,7
87396,18979,1551669587,4
87657,19085,0312973055,7
87659,19085,0312982518,8
87663,19085,0345257189,9
87673,19085,0345313097,8
87674,19085,0345313151,8
87675,19085,0345318854,8
87681,19085,0345389417,8
87684,19085,0345417623,8
87685,19085,0345422392,8
87686,19085,0345424646,8
87687,19085,0345441036,9
87706,19085,0380003821,7
87712,19085,0380725584,9
87715,19085,0380759500,8
87716,19085,0380789019,8
87723,19085,0399146008,8
87736,19085,042513525X,8
87737,19085,0425147363,9
87738,19085,0425154882,7
87739,19085,0425155404,7
87741,19085,0425170349,9
87742,19085,0425177173,7
87743,19085,0425184226,10
87744,19085,0425190641,7
87763,19085,0446364193,8
87764,19085,0446601241,9
87775,19085,0451188462,9
87778,19085,050552354X,7
87779,19085,0505523752,7
87780,19085,0505523892,7
87781,19085,0505524090,8
87798,19085,0553579983,8
87799,19085,0553580221,8
87805,19085,0671024248,9
87814,19085,0679425268,8
87820,19085,0743467523,9
87840,19085,0812542835,8
87878,19085,1401301231,9
87899,19107,031242227X,6
87900,19107,0316666343,10
87902,19107,0679731148,10
87903,19107,068484477X,10
87904,19107,0684874350,10
87940,19145,0060392452,8
87941,19145,0140094385,6
87945,19145,0345409876,4
87948,19145,0440967694,10
87949,19145,0446532231,8
87951,19145,0451169530,5
87974,19145,1580050751,10
88095,19233,0140258795,8
88096,19233,0156007754,8
88099,19233,0385264666,8
88100,19233,0385480016,7
88102,19233,0425169863,4
88104,19233,0517266555,8
88105,19233,0553377884,9
88198,19336,0140481346,1
88202,19336,0316666343,5
88203,19336,0345342968,10
88207,19336,0385474547,6
88209,19336,0425172546,8
88210,19336,0439064872,9
88211,19336,0441003257,8
88213,19336,0446310786,7
88219,19336,0553272535,5
88223,19336,0671496107,8
88233,19336,1578561256,10
88242,19362,0399138250,8
88243,19362,0425147584,5
88244,19362,0425147622,5
88245,19362,0446609943,9
88246,19362,051513287X,10
88250,19362,0679444815,6
88320,19429,0380732661,7
88321,19429,0399142282,3
88322,19429,0425172546,3
88323,19429,0425175405,9
88324,19429,0449221482,8
88325,19429,0449221512,8
88326,19429,0449223612,8
88327,19429,0684195976,9
88383,19493,0312305060,7
88385,19493,0316569321,10
88386,19493,0316666343,10
88393,19493,0373218192,10
88394,19493,0373218540,10
88413,19493,0373825048,9
88414,19493,0375703063,9
88416,19493,0385335490,10
88417,19493,0385336314,10
88418,19493,0385484518,10
88419,19493,0399149848,10
88422,19493,0440186560,10
88425,19493,0452283868,8
88426,19493,0515110973,10
88430,19493,0515133302,9
88434,19493,0670881767,8
88436,19493,0743206061,9
88437,19493,0743229878,10
88438,19493,0743457781,10
88444,19493,1400077826,9
88447,19493,1565122968,10
88461,19503,0060188731,7
88463,19503,0142004235,10
88464,19503,0316780812,8
88466,19503,0385498802,8
88467,19503,055328942X,8
88468,19503,0679429220,8
88590,19570,0061030643,8
88594,19570,0316287555,7
88596,19570,0425182908,3
88597,19570,0451166884,8
88601,19570,067100042X,5
88602,19570,0671867172,7
88603,19570,0743411250,5
88610,19571,0061097101,5
88611,19571,0312278586,8
88613,19571,0312983271,6
88614,19571,0316776963,8
88616,19571,034543739X,5
88624,19571,1400033349,9
88625,19573,0060959037,10
88628,19573,0061097101,5
88630,19573,0316601950,5
88631,19573,0345439104,6
88632,19573,038082101X,6
88633,19573,044023722X,10
88634,19573,0446679593,8
88636,19573,0452282152,9
88637,19573,0679432477,6
88638,19573,0688152449,5
88639,19573,1400031354,9
88640,19573,140003180X,9
88641,19573,1400032717,9
88767,19659,0060928336,8
88769,19659,0553582755,10
88770,19659,067102423X,8
88771,19659,0671039725,5
88772,19659,0743467523,10
88778,19664,0060921145,8
88789,19664,0060976845,8
88792,19664,006101351X,10
88808,19664,0140185003,8
88825,19664,0156787334,5
88835,19664,031228327X,7
88854,19664,0373250134,7
88858,19664,0375700757,8
88873,19664,0385335482,8
88884,19664,0394726413,9
88896,19664,0413537900,9
88903,19664,0425167313,9
88904,19664,0425169693,8
88921,19664,0446386405,8
88924,19664,0446605239,4
88940,19664,0449910571,7
88968,19664,067081976X,8
88974,19664,0670892963,8
88987,19664,067172262X,8
89008,19664,0688177867,7
89012,19664,0743213831,7
89016,19664,076790382X,9
89022,19664,0804108749,9
89048,19664,1573229385,6
89061,19681,0316284955,10
89066,19681,0373484003,9
89070,19681,0373835876,9
89071,19681,0380001411,10
89078,19681,0385335482,10
89115,19681,0842321934,10
89116,19681,0842329129,10
89195,19711,0140280243,7
89200,19711,031242227X,7
89208,19711,0345384369,8
89211,19711,0345450175,7
89218,19711,0380726254,8
89224,19711,0385484518,9
89231,19711,0399148450,9
89233,19711,0399151451,8
89236,19711,0425121259,5
89246,19711,0425163407,8
89251,19711,0425179885,8
89252,19711,0425182886,8
89254,19711,0440129613,6
89262,19711,0446532231,7
89263,19711,0446600474,6
89265,19711,0446609617,6
89277,19711,0515093203,7
89278,19711,0515102652,7
89283,19711,0515126497,8
89285,19711,0515128546,5
89294,19711,0553568701,7
89295,19711,0553580221,8
89305,19711,0670865796,10
89311,19711,0671793535,7
89312,19711,0671872001,10
89313,19711,0679724222,5
89314,19711,0684872153,8
89316,19711,0688058914,7
89337,19711,0883659654,6
89437,19760,0345342968,10
89439,19760,034542705X,7
89444,19760,0553564935,10
89446,19760,0553573136,10
89452,19760,0684853515,9
89523,19842,0060928336,10
89525,19842,0061096113,6
89526,19842,0061097101,9
89527,19842,0061099694,7
89537,19842,0312961324,5
89539,19842,031298328X,9
89555,19842,0375726403,6
89560,19842,0380709538,10
89570,19842,0440122090,9
89577,19842,0446604658,7
89588,19842,0451205421,8
89593,19842,0515131229,9
89600,19842,0553260111,8
89602,19842,0553575538,8
89607,19842,0671041789,9
89615,19842,0684869403,9
89824,19972,0553803220,9
89825,19972,0743222245,7
89826,19972,0743236742,5
89830,19972,0786881852,8
89834,19972,0842332359,9
89891,20005,0345272587,9
89892,20005,0345361792,6
89893,20005,0385420161,8
89899,20005,0553273914,7
89900,20005,0671789422,7
89946,20032,0060392452,2
89948,20032,015626224X,10
89949,20032,0312421435,8
89951,20032,0393312836,10
89953,20032,0684833395,9
89958,20034,0156027321,8
89961,20034,0375709150,8
89962,20034,0425173755,7
89963,20034,044023722X,6
89964,20034,0452282152,9
89967,20034,0590660543,7
89968,20034,0679731148,8
89969,20034,0767908171,8
90008,20060,015668568X,10
90012,20060,0312979517,8
90015,20060,0316287555,8
90017,20060,0345404785,6
90018,20060,0345413881,8
90020,20060,0345416260,10
90029,20060,0380805995,6
90032,20060,0380817691,9
90035,20060,0425145638,9
90036,20060,0425153975,9
90037,20060,042518109X,7
90039,20060,0425182878,10
90040,20060,0425182908,2
90041,20060,0440178002,8
90042,20060,044021145X,9
90043,20060,0440222826,8
90044,20060,0440224624,8
90045,20060,0440224764,9
90047,20060,0440235162,10
90048,20060,0440241073,9
90049,20060,0446527165,9
90050,20060,0446607193,9
90053,20060,0446611212,10
90054,20060,0446611808,9
90055,20060,0446612545,9
90056,20060,0446667900,7
90060,20060,0451202244,7
90062,20060,0451204891,8
90065,20060,045120753X,8
90074,20060,0553571818,10
90077,20060,0553580388,10
90084,20060,0671016768,9
90086,20060,0671026011,9
90087,20060,0671028367,7
90088,20060,0671034006,9
90089,20060,0671042262,7
90096,20060,0743436210,3
90098,20060,0743439740,8
90101,20060,0767900383,9
90105,20060,0786889616,8
90106,20060,0804119708,9
90114,20060,1551665204,7
90170,20106,0060928336,7
90171,20106,0060987103,3
90172,20106,0316969680,7
90173,20106,0345436911,5
90174,20106,0375706771,5
90176,20106,0440226430,9
90177,20106,0446530239,7
90178,20106,0446610542,8
90179,20106,0743237188,8
90210,20115,014025448X,10
90211,20115,0140254544,10
90350,20115,0446672211,10
90441,20115,0553802542,9
90512,20115,0679412956,10
90738,20119,0061031844,4
90739,20119,0061098361,8
90749,20119,0345390458,6
90776,20119,0440213525,9
90779,20119,0440222656,9
90784,20119,0446606812,10
90791,20119,0451192001,10
90806,20119,0553582755,8
90808,20119,059035342X,10
90828,20119,1558744150,7
90850,20147,0375702709,9
90853,20147,0553802976,10
90855,20147,0671250671,10
90860,20147,0767905938,10
90862,20147,0767916069,4
90865,20147,0971880107,2
90867,20149,0061096105,8
90873,20149,0440235162,7
90875,20149,0440237300,8
90878,20149,051512608X,7
90880,20149,0553572326,10
90887,20149,1551669374,4
